"AIRPORT_CODE","CITY","STATE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","AIR_SERVICE","CBSA_CODE","CBSA_TYPE",
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE 34th at Division",-122.629630,45.504839,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Taylor at Chavez",-122.622801,45.514981,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Ankeny at 28th",-122.637474,45.522138,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE 14th at Stark",-122.651675,45.519467,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Water at Taylor",-122.665776,45.515152,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE 29th at Belmont",-122.636067,45.516231,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Clay at Water",-122.666285,45.511476,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Elliott at Division",-122.653368,45.505125,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NE 60th Ave",-122.603000,45.528700,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Hollywood/NE 42nd Ave Transit Center",-122.620300,45.533800,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NE 82nd Ave",-122.578400,45.533400,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NE MLK at Knott",-122.661484,45.541799,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NE 15th at Broadway",-122.650563,45.535082,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NE Going at Grand",-122.660379,45.556454,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Kearney at 23rd",-122.698702,45.529142,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 22nd at LoveJoy",-122.696642,45.529760,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 21st at Johnson",-122.694561,45.528268,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Savier at 23rd",-122.698595,45.534810,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 23rd at Overton",-122.698630,45.532116,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Everett at 22nd",-122.696514,45.524876,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Raleigh at 21st",-122.694942,45.534091,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Thurman at 24th",-122.700660,45.535504,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","curbside bus stop",-122.678520,45.525160,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","",-122.679310,45.530064,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 19th at Johnson",-122.690507,45.528620,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Naito at Ironside",-122.674166,45.528711,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Flanders at 14th",-122.685506,45.525799,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Couch at 1st",-122.671741,45.523803,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Couch at 11th",-122.681812,45.523741,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 8th at Everett",-122.678457,45.524968,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 2nd at Everett",-122.672545,45.525366,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 18th at Flanders",-122.689256,45.525562,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 11th at The Fields",-122.682429,45.532325,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 10th at Everett",-122.681104,45.525000,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Glisan at 21st",-122.694148,45.526346,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 20th at Burnside",-122.693263,45.523313,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Station at Irving",-122.676628,45.528277,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Johnson at Jamison Square",-122.682019,45.528636,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW Marshall at Tanner Springs Park",-122.681595,45.530831,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 18th at Northrup",-122.689565,45.531425,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 13th at Marshall",-122.684422,45.530804,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Old Town/Chinatown",-122.671400,45.524600,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 6th & Pine St",-122.676800,45.522400,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 5th & Couch St",-122.675400,45.523800,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Union Station/NW 5th & Glisan St",-122.675500,45.526700,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Skidmore Fountain",-122.671400,45.522900,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","NW 6th & Davis St",-122.676500,45.524500,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Greyhound Bus Station",-122.676000,45.526900,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Union Station",-122.676000,45.528500,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Union Station",-122.675030,45.528680,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Union Station/Union Station/NW 6th & Hoytt",-122.676500,45.527200,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Park at W Burnside",-122.678985,45.522869,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Yamhill at Director Park",-122.681268,45.518981,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Morrison at Pioneer Courthouse Sq.",-122.679248,45.519288,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Morrison at 18th",-122.690688,45.522262,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 11th at Main",-122.684638,45.517375,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 18th at Jefferson",-122.692490,45.518165,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Stark at Burnside",-122.684012,45.522792,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Park at Portland Art Museum",-122.683312,45.515923,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 10th at Stark",-122.681079,45.521754,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Library/SW 9th Ave",-122.681500,45.519100,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Galleria/SW 10th Ave",-122.682100,45.520000,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","PGE Park",-122.689500,45.521200,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Kings Hill/SW Salmon",-122.691600,45.520100,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Pioneer Square North",-122.679600,45.519300,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Naito at Ankeny Plaza",-122.670349,45.522695,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 5th at Oak",-122.676365,45.521172,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 5th at Morrison",-122.677406,45.518894,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 3rd at Morrison",-122.675582,45.518038,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 3rd at Ankeny",-122.673296,45.522478,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 2nd at Pine",-122.672629,45.521420,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Salmon at Waterfront Park",-122.673892,45.515568,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 5th at Main",-122.679077,45.516096,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 4th at Jefferson (City Hall)",-122.678894,45.515053,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Oak/SW 1st Ave",-122.672100,45.520400,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","City Hall/SW5th & Jefferson St",-122.679700,45.514800,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Yamhill District",-122.674000,45.517100,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Morrison/SW 3rd Ave",-122.675500,45.518200,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Mall/SW 4th Ave",-122.676900,45.517900,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Mall/SW 5th Ave",-122.677600,45.518800,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Pioneer Square South",-122.679000,45.518400,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 6th & Madison St",-122.680400,45.515700,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Pioneer Courthouse/SW 6th Avenue",-122.678700,45.519000,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Pioneer Place/SW 5th Avenue",-122.678000,45.518300,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 5th & Oak St",-122.676100,45.521500,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Clinton at 21st",-122.644731,45.503365,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE 30th at Division",-122.634555,45.504688,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Clinton at 26th",-122.639527,45.503566,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SE Gideon at 12th Ave MAX station",-122.653539,45.502809,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Tilikum West at SW Moody",-122.671440,45.502767,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Market at Keller Fountain Park",-122.678910,45.512320,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW River at Montgomery",-122.673350,45.509341,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 12th at Clay",-122.687029,45.515074,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 10th at Columbia",-122.684674,45.515444,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Harrison at 1st",-122.677715,45.509713,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW 4th at College",-122.681212,45.509361,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Urban Center Plaza at SW 6th St",-122.682281,45.511582,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","SW Broadway at Smith Memorial Student Union",-122.683720,45.511843,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","PSU Urban Center & SW 5th & Mill St",-122.681200,45.512100,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","Goose Hollow/SW Jefferson St",-122.693700,45.518200,0,38900,1,
"","Portland","OR","Portland-Vancouver-Hillsboro OR-WA","PSU Urban Center /SW 6th & Montgomery St",-122.682600,45.511700,0,38900,1,
"","Warrenton","OR","Astoria OR","",-123.921290,46.143436,3,11820,2,
"","Warrenton","OR","Astoria OR","Fred Meyer Store",-123.912000,46.153900,3,11820,2,
"","Tillamook","OR","","Tillamook Park and Ride",-123.825270,45.456300,3,,0,
"","Gearhart","OR","Astoria OR","",-123.916130,46.023780,3,11820,2,
"","Seaside (Necanicum Junction)","OR","Astoria OR","Hamlet Quick Stop (Necanicum Junction)",-123.759898,45.902298,3,11820,2,
"","Seaside","OR","Astoria OR","Dels Chevron",-123.924000,45.986600,3,11820,2,
"","Gearheart","OR","Astoria OR","Builders Supply",-123.913000,46.035900,3,11820,2,
"","Elsie","OR","Astoria OR","Camp 26 Restaurant",-123.602000,45.874300,3,11820,2,
"","Seaside","OR","Astoria OR","International Hostel",-123.921000,46.000200,3,11820,2,
"","North Plains","OR","Portland-Vancouver-Hillsboro OR-WA","",-123.000270,45.597687,0,38900,1,
"","Newberg","OR","Portland-Vancouver-Hillsboro OR-WA","",-122.973410,45.311516,0,38900,1,
"","Newburg","OR","Portland-Vancouver-Hillsboro OR-WA","",-122.971000,45.300100,0,38900,1,
"","McMinnville","OR","Portland-Vancouver-Hillsboro OR-WA","",-123.217000,45.207280,0,38900,1,
"","McMinnville","OR","Portland-Vancouver-Hillsboro OR-WA","near McDonalds of Hwy 18",-123.166624,45.201156,0,38900,1,
"","Manning","OR","Portland-Vancouver-Hillsboro OR-WA","",-123.199200,45.660507,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Orenco/NW 231st Ave",-122.914800,45.529800,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Hawthorn Farm",-122.931700,45.530700,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Fair Complex/Hillsboro Airport",-122.946200,45.527000,2,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Hillsboro Central/SE 3rd Ave Transit Center",-122.986200,45.521300,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Tuality Hospital/SE 8th Ave",-122.977200,45.521300,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Hatfield Government Center",-122.991400,45.521400,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Washington/SE 12th Ave",-122.970100,45.521200,0,38900,1,
"","Cannon Beach","OR","Astoria OR","Park and Ride",-123.961960,45.889560,3,11820,2,
"","Cannon Beach","OR","Astoria OR","",-123.960000,45.892919,3,11820,2,
"","Banks","OR","Portland-Vancouver-Hillsboro OR-WA","",-123.114070,45.617780,0,38900,1,
"","Manning","OR","Portland-Vancouver-Hillsboro OR-WA","",-123.160000,45.660200,0,38900,1,
"","Astoria","OR","Astoria OR","Transit Center",-123.834000,46.190000,3,11820,2,
"","Arch Cape","OR","Astoria OR","",-123.960881,45.823359,3,11820,2,
"","Clackamas","OR","Portland-Vancouver-Hillsboro OR-WA","Clackamas Town Center",-122.569500,45.433500,0,38900,1,
"","Happy Valley","OR","Portland-Vancouver-Hillsboro OR-WA","SE Fuller Rd",-122.575900,45.454000,0,38900,1,
"","Woodburn","OR","Salem OR","Park and Ride",-122.877250,45.151016,3,41420,1,
"","Woodburn","OR","Salem OR","",-122.857000,45.143400,3,41420,1,
"","The Dalles","OR","The Dalles OR","Dalles Transit Facility",-121.200340,45.604713,3,45520,2,
"","The Dalles","OR","The Dalles OR","",-121.180000,45.601400,3,45520,2,
"","Oregon City","OR","Portland-Vancouver-Hillsboro OR-WA","Amtrak station",-122.595853,45.365715,0,38900,1,
"","Oregon City","OR","Portland-Vancouver-Hillsboro OR-WA","Amtrak Station",-122.597680,45.364540,0,38900,1,
"","Hood River","OR","Hood River OR","",-121.509900,45.709100,3,26220,2,
"","Gresham","OR","Portland-Vancouver-Hillsboro OR-WA","Gresham City Hall",-122.436000,45.505800,0,38900,1,
"","Gresham","OR","Portland-Vancouver-Hillsboro OR-WA","Gresham Central Transit Center",-122.427000,45.502600,0,38900,1,
"","Gresham","OR","Portland-Vancouver-Hillsboro OR-WA","Ruby Junction/E 197th Ave",-122.461100,45.516500,0,38900,1,
"","Gresham","OR","Portland-Vancouver-Hillsboro OR-WA","Cleveland Ave",-122.418600,45.501800,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Willow Creek/SW 185th Ave Transit Center",-122.867500,45.517700,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Quatama/NW 205th Ave",-122.888900,45.523200,0,38900,1,
"","Beaverton","OR","Portland-Vancouver-Hillsboro OR-WA","Beaverton Creek",-122.833200,45.500400,0,38900,1,
"","Beaverton","OR","Portland-Vancouver-Hillsboro OR-WA","Merlo/SW 158th Ave",-122.842600,45.505500,0,38900,1,
"","Hillsboro","OR","Portland-Vancouver-Hillsboro OR-WA","Elmonica/SW 170th Ave",-122.851500,45.510000,0,38900,1,
"","Beaverton","OR","Portland-Vancouver-Hillsboro OR-WA","Beaverton Central",-122.807200,45.490500,0,38900,1,
"","Beaverton","OR","Portland-Vancouver-Hillsboro OR-WA","Millikan Way",-122.821700,45.493300,0,38900,1,
"","Beaverton","OR","Portland-Vancouver-Hillsboro OR-WA","Beaverton Transit Center",-122.801400,45.491500,0,38900,1,
"","Durant","OK","Durant OK","Stop N Buy",-96.401000,33.997100,3,20460,2,
"","McAlester","OK","McAlester OK","Gas Mart",-95.772900,34.913400,3,32540,2,
"","Muskogee","OK","Muskogee OK","Muskogee Travell Plaza",-95.401310,35.797690,3,34780,2,
"","Tulsa","OK","Tulsa OK","",-95.965410,36.046106,0,46140,1,
"","Tulsa","OK","Tulsa OK","",-95.984208,36.104433,0,46140,1,
"","Jenks","OK","Tulsa OK","",-95.959140,36.024471,0,46140,1,
"","Dewey","OK","Bartlesville OK","Pumping Petes",-95.935370,36.810934,3,12780,2,
"","Elk City","OK","Elk City OK","Hutchs C Store",-99.405000,35.411700,3,21120,2,
"","Ardmore","OK","Ardmore OK","Big Apple 1 Shell",-97.161000,34.172900,3,11620,2,
"","Ardmore","OK","Ardmore OK","Amtrak Station",-97.125410,34.171910,3,11620,2,
"","Oklahoma City","OK","Oklahoma City OK","Will Rogers World",-97.600700,35.393100,1,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","OK City Bus Station",-97.477810,35.464027,0,36420,1,
"","Lawton","OK","Lawton OK","Lawton Bus Station",-98.391000,34.606100,0,30020,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.509121,35.464934,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.509220,35.469758,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.521300,35.479142,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.513919,35.476940,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.515872,35.464410,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.519412,35.468762,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","",-97.517595,35.472065,0,36420,1,
"","Oklahoma City","OK","Oklahoma City OK","Amtrak Station",-97.512630,35.466140,0,36420,1,
"","Purcell","OK","Oklahoma City OK","Amtrak Station",-97.356340,35.011970,0,36420,1,
"","Pauls Valley","OK","","Delta Public Transportation Stop",-97.229000,34.744800,3,,0,
"","Pauls Valley","OK","","Amtrak Station",-97.219000,34.741470,3,,0,
"","Norman","OK","Oklahoma City OK","North Porter Superette",-97.441400,35.226000,0,36420,1,
"","Norman","OK","Oklahoma City OK","Amtrak Station",-97.442170,35.219630,0,36420,1,
"","Perry","OK","","Sunmart Travel Plaza",-97.323100,36.289700,3,,0,
"","El Reno","OK","Oklahoma City OK","Shell Food Plaza",-97.848713,35.502266,0,36420,1,
"","Chickasha","OK","Oklahoma City OK","Broncos Corner",-97.935000,35.015100,0,36420,1,
"","Bethany","OK","Oklahoma City OK","",-97.641050,35.505200,0,36420,1,
"","Van Wert","OH","Van Wert OH","",-84.639000,40.884200,3,46780,2,
"","Findlay","OH","Findlay OH","",-83.660000,41.135900,3,22300,2,
"","Delphos","OH","Lima OH","Delphos Recreation Center",-84.327240,40.846466,3,30620,1,
"","Lima","OH","Lima OH","",-84.103000,40.741100,3,30620,1,
"","Amesville","OH","Athens OH","Marathon Station",-81.953729,39.400903,3,11900,2,
"","Nelsonville","OH","Athens OH","",-82.221600,39.444400,3,11900,2,
"","Marietta","OH","Marietta OH","K-mart",-81.427155,39.409950,3,31930,2,
"","Coolville","OH","Athens OH","",-81.811800,39.224500,3,11900,2,
"","Athens","OH","Athens OH","",-82.077000,39.337500,3,11900,2,
"","Piketon","OH","","Crossroads",-82.936429,39.052393,3,,0,
"","Pebbles","OH","","1st Stop Gas Station",-83.417800,38.932700,3,,0,
"","Jackson","OH","Jackson OH","",-82.627100,39.036800,3,27160,2,
"","Springfield","OH","Springfield OH","curbside bus stop",-83.811295,39.894760,3,44220,1,
"","Springfield","OH","Springfield OH","",-83.793000,39.905700,3,44220,1,
"","Dayton","OH","Dayton OH","Roesch Library",-84.178500,39.740290,0,19380,1,
"","Dayton","OH","Dayton OH","River Campus",-84.193980,39.729590,0,19380,1,
"","Dayton","OH","Dayton OH","Curbside bus stop in front of Target",-84.213600,39.632700,0,19380,1,
"","Dayton","OH","Dayton OH","Curbside bus stop in front of Sake Japanese Steak House & Su",-84.207800,39.633900,0,19380,1,
"","Trotwood","OH","Dayton OH","Greater Dayton Rta",-84.275085,39.819160,0,19380,1,
"","Dayton Trotwood","OH","Dayton OH","",-84.275000,39.819400,0,19380,1,
