"AIRPORT_CODE","CITY","STATE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","AIR_SERVICE","CBSA_CODE","CBSA_TYPE",
"","Winter Park","FL","Orlando-Kissimmee-Sanford FL","Amtrak Station",-81.351980,28.597130,0,36740,1,
"","Titusville","FL","Palm Bay-Melbourne-Titusville FL","Vshrn United Inc",-80.849780,28.552324,0,37340,1,
"","Sanford","FL","Orlando-Kissimmee-Sanford FL","Auto Train Station",-81.288580,28.807590,0,36740,1,
"","Deland","FL","Deltona-Daytona Beach-Ormond Beach FL","Amtrak Station",-81.352500,29.016800,0,19660,1,
"","Deland","FL","Deltona-Daytona Beach-Ormond Beach FL","Amtrak Station",-81.352460,29.016830,0,19660,1,
"","Waldo","FL","Gainesville FL","Amtrak Station",-82.167000,29.790500,0,23540,1,
"","Chiefland","FL","","Jiffy Food Mart",-82.869000,29.496900,3,,0,
"","Gainesville","FL","Gainesville FL","UF Commuter Lot",-82.350754,29.642403,0,23540,1,
"","Gainesville","FL","Gainesville FL","Greyhound Bus Station",-82.324000,29.673800,0,23540,1,
"","Gainesville","FL","Gainesville FL","Rosa Parks RTS Station",-82.322300,29.645868,0,23540,1,
"","Fort Walton Beach","FL","Crestview-Fort Walton Beach-Destin FL","Greyhound Bus Station",-86.604000,30.406500,0,18880,1,
"","Pensacola","FL","Pensacola-Ferry Pass-Brent FL","Greyhound Bus Station",-87.262000,30.498100,0,37860,1,
"","Panama City","FL","Panama City FL","Greyhound Bus Station",-85.660000,30.164600,0,37460,1,
"","Perry","FL","","Noved Gas Mart",-83.585000,30.113200,3,,0,
"","Tallahassee","FL","Tallahassee FL","Greyhound Bus Station",-84.282000,30.444800,0,45220,1,
"","Jacksonville","FL","Jacksonville FL","Amtrak Station",-81.724600,30.366580,0,27260,1,
"","Jacksonville","FL","Jacksonville FL","Convention Center Stop",-81.672356,30.329517,0,27260,1,
"","Jacksonville","FL","Jacksonville FL","Greyhound Bus Terminal",-81.663000,30.327700,0,27260,1,
"","Palatka","FL","Palatka FL","Amtrak Station",-81.640000,29.649200,3,37260,2,
"","Palatka","FL","Palatka FL","Amtrak Station",-81.640540,29.649310,3,37260,2,
"","The Villages-Lady Lake","FL","Orlando-Kissimmee-Sanford FL","Kangaroo Express Mart",-81.941014,28.937246,0,36740,1,
"","Daytona Beach","FL","Deltona-Daytona Beach-Ormond Beach FL","Fairfield Hilton",-81.008800,29.228500,0,19660,1,
"","Daytona Beach","FL","Deltona-Daytona Beach-Ormond Beach FL","DOTS Terminal",-81.051100,29.226000,0,19660,1,
"","Daytona Beach","FL","Deltona-Daytona Beach-Ormond Beach FL","Greyhound Bus Station",-81.023000,29.210100,0,19660,1,
"","Lake City","FL","Lake City FL","Greyhound Bus Station",-82.637000,30.187500,3,29380,2,
"","Lewes","DE","Salisbury MD-DE","Cape May-Lewes Ferry Terminal",-75.120060,38.781540,0,41540,1,
"","Dover","DE","Dover DE","Greyhound Stop-City Cab Co",-75.525000,39.149600,3,20100,1,
"","Wilmington","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Amtrak Station",-75.552180,39.736920,0,37980,1,
"","Wilmington","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Bus Stop",-75.551000,39.740300,0,37980,1,
"","Wilmington","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Greyhound Bus Station",-75.552000,39.736500,0,37980,1,
"","Wilmington","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Amtrak Station",-75.552180,39.736920,0,37980,1,
"","Neward","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Parking Lot # 6",-75.758950,39.691200,0,37980,1,
"","Newark","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Churchmans Crossing",-75.673070,39.694270,0,37980,1,
"","Newark","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Amtrak/SEPTA Station",-75.753350,39.670320,0,37980,1,
"","Newark","DE","Philadelphia-Camden-Wilmington PA-NJ-DE-MD","Amtrak/SEPTA Station",-75.753350,39.670320,0,37980,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","2nd & G St NE",-77.003666,38.899670,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","11th & S St NW",-77.027025,38.913761,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","19th & G St NW",-77.043182,38.898412,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Union Market/6th St & Neal Pl NE",-76.996985,38.908008,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","18th & R St NW",-77.041834,38.912648,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","17th & G St NW",-77.039624,38.898410,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th & L St NW",-77.034931,38.903810,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","McKinley St & Connecticut Ave NW",-77.075946,38.964970,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","New Hampshire Ave & 24th St NW",-77.051084,38.901755,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","MLK Library/9th & G St NW",-77.024281,38.898404,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","34th & Water St NW",-77.067786,38.903582,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Rhode Island Ave Metro",-76.995876,38.920682,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Takoma Metro",-77.016855,38.975219,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Fort Totten Metro",-77.002721,38.952369,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","1st & H St NW",-77.012108,38.900358,0,47900,1,
"","Rockville","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Shady Grove Hospital",-77.196636,39.097636,0,47900,1,
"","Rockville","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Medical Center Dr & Key West Ave",-77.196442,39.103091,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Connecticut Ave & Tilden St NW",-77.062036,38.941154,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","North Capitol St & G Pl NE",-77.008911,38.899703,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Hains Point/Buckeye & Ohio Dr SW",-77.030230,38.878433,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Deanwood Rec Center",-76.933099,38.908473,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Nannie Helen Burroughs Ave & 49th St NE",-76.931862,38.898536,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","New Jersey Ave & N St NW/Dunbar HS",-77.015231,38.907060,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Calvert St & Woodley Pl NW",-77.050046,38.923583,0,47900,1,
"","Rockville","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Broschart & Blackwell Rd",-77.200322,39.102099,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Potomac Ave & 8th St SE",-76.994468,38.876737,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","10th & Florida Ave NW",-77.025672,38.920387,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3rd & Tingey St SE",-77.002400,38.875010,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","14th & Belmont St NW",-77.031887,38.921074,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Hamlin & 7th St NE",-76.997194,38.927497,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Independence Ave & L'Enfant Plaza SW/DOE",-77.025762,38.887312,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Washington & Independence Ave SW/HHS",-77.013970,38.887310,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Constitution Ave & 2nd St NW/DOL",-77.013917,38.892275,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Rhode Island Ave & V St NE",-77.004746,38.918155,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3rd & Elm St NW",-77.015970,38.917622,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","8th & D St NW",-77.023240,38.894851,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3rd St & Pennsylvania Ave SE",-77.001955,38.887378,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","12th & U St NW",-77.028139,38.916787,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Neal St & Trinidad Ave NE",-76.987211,38.903732,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Pleasant St & MLK Ave SE",-76.990037,38.863897,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Alabama & MLK Ave SE",-76.999388,38.843222,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","12th & Irving St NE",-76.990955,38.928644,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th & F St NE",-76.983575,38.897195,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","18th St & Rhode Island Ave NE",-76.978924,38.927095,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","8th & F St NE",-76.994749,38.897274,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th & East Capitol St NE",-76.983326,38.889908,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","New Jersey Ave & R St NW",-77.017669,38.912659,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","8th & East Capitol St NE",-76.995193,38.889988,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th & Euclid St  NW",-77.035200,38.923330,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","17th St & Massachusetts Ave NW",-77.038359,38.908142,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Connecticut & Nebraska Ave NW",-77.069956,38.955016,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Wisconsin Ave & O St NW",-77.063586,38.908490,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","14th St & Colorado Ave NW",-77.032947,38.956432,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","14th & Upshur St NW",-77.032652,38.942016,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Georgia Ave & Emerson St NW",-77.027333,38.949662,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","5th & Kennedy St NW",-77.019815,38.956595,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","18th St & Wyoming Ave NW",-77.041571,38.918809,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","M St & Delaware Ave NE",-77.003041,38.905707,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Fessenden St & Wisconsin Ave NW",-77.082426,38.954812,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","39th & Veazey St NW",-77.077078,38.943837,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","5th St & Massachusetts Ave NW",-77.018677,38.900930,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","20th St & Virginia Ave NW",-77.045128,38.894722,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Lincoln Memorial",-77.049426,38.888251,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","22nd & I St NW / Foggy Bottom",-77.048911,38.900880,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","10th & E St NW",-77.026064,38.895914,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","24th & N St NW",-77.051520,38.906600,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th & K St NW",-77.033530,38.902000,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","19th & K St NW",-77.043370,38.902204,0,47900,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Campbell/Central Ave Station",-112.073800,33.501900,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Indian School/Central Ave Station",-112.073800,33.495200,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Osborn/Central Ave Station",-112.073800,33.487000,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","44th Street/WashingtonTransit Center",-111.988000,33.448200,2,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","38th Street/Washington Station",-111.999800,33.448100,0,38060,1,
"","Tempe","AZ","Phoenix-Mesa-Scottsdale AZ","Super L Ranch Market",-111.987000,33.456200,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Grand Ave / 10th Ave",-112.086362,33.454698,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Encanto Park",-112.090162,33.471471,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","GRID OFFICE",-112.084449,33.441416,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Grand Ave / McKinley",-112.089269,33.456967,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","9th St. / Van Buren Verde Park",-112.062022,33.451540,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","12th St / Palm Coronado Park",-112.056130,33.468297,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","7th St. / Garfield hosted by Mother Bunch Brewing",-112.065034,33.457245,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","10th Street / Roosevelt",-112.060802,33.458819,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","8th Street / Sheridan",-112.064066,33.474833,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","12th Street / Oak",-112.056342,33.473030,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Central / McDowell  Phoenix Art Museum",-112.073644,33.467157,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","McKinley / 2nd St.",-112.070865,33.456641,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Washington / 2nd St",-112.071490,33.448215,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Grant St / 3rd St.",-112.070010,33.441164,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","4th Street / Jackson Chase Field",-112.068698,33.445023,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","1st Street / Washington Street Sponsored by SRP",-112.072547,33.447887,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","3rd Street / Taylor",-112.069701,33.453624,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","5th Street / Roosevelt",-112.067498,33.458871,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","5th St / Van Buren Sponsored by APS",-112.067476,33.451577,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","1st St / Buchanan Sponsored by CCBG Architects",-112.072500,33.443586,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Adams / 2nd Street",-112.071453,33.449441,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Jackson / 2nd Street sponsored by SRP",-112.071206,33.445180,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","5th Street / Grant Sponsored by WebPT",-112.066667,33.440933,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","6th St. / Monroe sponsored by SRP",-112.066496,33.450336,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Pierce / 1st Street",-112.072627,33.455525,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Central / Willetta Sponsored by Phoenix Libraries",-112.073689,33.463848,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Central / Roosevelt",-112.074010,33.459103,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","3rd Street / Washington Street: Convention Center",-112.070049,33.448582,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Central / Thomas",-112.073863,33.480025,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Roosevelt/Central Ave Station",-112.073800,33.459000,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","3rd Street/Washington/Jefferson",-112.069800,33.446300,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Van Buren/1st Ave/Central Station",-112.073900,33.448400,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","McDowellCentral Ave Station",-112.073800,33.465400,0,38060,1,
"","Phoenix","AZ","Phoenix-Mesa-Scottsdale AZ","Thomas/Central Ave Station",-112.073800,33.481100,0,38060,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","21st St & Pennsylvania Ave NW",-77.046564,38.901539,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","12th & L St NW",-77.028400,38.903819,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","20th & L St NW",-77.044789,38.903584,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Gallaudet / 8th St & Florida Ave NE",-76.994100,38.905090,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Good Hope Rd & 14th St SE",-76.985238,38.866611,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Jefferson Memorial",-77.037413,38.879819,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","6th St & Indiana Ave NW",-77.019940,38.894573,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Smithsonian / Jefferson Dr & 12th St SW",-77.028580,38.888767,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Jefferson Dr & 14th St SW",-77.032429,38.888553,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","1st & Washington Hospital Center NW",-77.012457,38.928743,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","39th & Calvert St NW / Stoddert",-77.077271,38.922649,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","1st & K St SE",-77.006004,38.878610,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Congress Heights Metro",-76.987823,38.844711,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","15th St & Massachusetts Ave SE",-76.983569,38.887320,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","M St & Pennsylvania Ave NW",-77.056887,38.905126,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Anacostia Ave & Benning Rd NE / River Terrace",-76.960120,38.896544,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3000 Connecticut Ave NW / National Zoo",-77.055599,38.930282,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Benning Rd & East Capitol St NE / Benning Rd Metro",-76.937230,38.889935,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","California St & Florida Ave NW",-77.040620,38.917761,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Columbia Rd & Georgia Ave NW",-77.023440,38.928156,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","1st & Rhode Island Ave NW",-77.012289,38.915417,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","9th & Upshur St NW",-77.025100,38.941800,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","7th & R St NW / Shaw Library",-77.022155,38.912719,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3rd & G St SE",-77.001828,38.881185,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","4th & E St SW",-77.017445,38.884120,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Maryland & Independence Ave SW",-77.018939,38.887299,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","18th St & Pennsylvania Ave NW",-77.041539,38.899680,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Thomas Circle",-77.032500,38.905900,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","17th & Rhode Island Ave NW",-77.038785,38.906602,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Columbia Rd & Belmont St NW",-77.043680,38.920669,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","21st St & Constitution Ave NW",-77.046567,38.892459,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Fairfax Village",-76.952103,38.865590,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","23rd & E St NW",-77.049882,38.896104,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","11th & F St NW",-77.026975,38.897857,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",-77.046570,38.884120,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","14th & G St NW",-77.031823,38.898069,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","36th & Calvert St NW / Glover Park",-77.070334,38.922581,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","11th & M St NW",-77.027137,38.905607,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","North Capitol St & F St NW",-77.009888,38.897446,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Columbus Circle / Union Station",-77.004930,38.896960,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","25th St & Pennsylvania Ave NW",-77.053485,38.903827,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","11th & H St NE",-76.991383,38.899983,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","37th & O St NW / Georgetown University",-77.071652,38.907740,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","19th St & Constitution Ave NW",-77.043600,38.892300,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","4th & D St NW / Judiciary Square",-77.016106,38.895344,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","20th & O St NW / Dupont South",-77.044780,38.908905,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","17th & K St NW / Farragut Square",-77.038322,38.902061,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","7th & F St NW / National Portrait Gallery",-77.022322,38.897324,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","14th & D St NW / Ronald Reagan Building",-77.031617,38.894514,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Metro Center / 12th & G St NW",-77.027869,38.898364,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","New Hampshire Ave & T St NW",-77.038180,38.915540,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","13th & D St NE",-76.987633,38.894832,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Branch & Pennsylvania Ave SE",-76.959900,38.869200,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Lincoln Park / 13th & East Capitol St NE",-76.988355,38.890461,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","4th & East Capitol St NE",-77.000349,38.889955,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Bladensburg Rd & Benning Rd NE",-76.982872,38.900413,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","3rd & H St NE",-77.001949,38.900412,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","6th & H St NE",-76.998347,38.899972,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Eckington Pl & Q St NE",-77.004950,38.910972,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","10th & Monroe St NE",-76.992889,38.932514,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","8th & H St NW",-77.023086,38.899700,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","13th St & New York Ave NW",-77.029822,38.900283,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","34th St & Wisconsin Ave NW",-77.068200,38.916442,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","D St & Maryland Ave NE",-76.997114,38.894758,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","6th & Water St SW / SW Waterfront",-77.021270,38.876750,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","C & O Canal & Wisconsin Ave NW",-77.062690,38.903750,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","19th & L St NW",-77.043648,38.903407,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Harvard St & Adams Mill Rd NW",-77.043358,38.927872,0,47900,1,
"","Washington","DC","Washington-Arlington-Alexandria DC-VA-MD-WV","Convention Center / 7th & M St NW",-77.022264,38.905720,0,47900,1,
